im x,im y,roadway x,roadway y
1292.5939336833133,1124.8589312155068,970,0
1406.211608238273,933.4343104753452,1000,0
1441.8815687553508,873.3370704064577,1010,0
1517.9026147641275,745.2557665292065,1040,0
1543.1870939800779,702.6561281940234,1050,0
1599.5352978169078,607.7198993801096,1080,0
1614.6829971181555,582.1988472622478,1090,0
1656.5257522913455,511.7015978587071,1120,0
1172.3777139477909,1062.6781279040297,970,12
1298.9850587770425,885.5467252790675,1000,12
1336.5094953879545,833.0477482365708,1010,12
1423.2631897072793,711.6740350574216,1040,12
1449.7455098093396,674.6236529428019,1050,12
1514.7698109308812,583.6506870544478,1080,12
1532.838964874653,558.3708378748989,1090,12
1581.160055996267,490.76668222118525,1120,12
1058.7768203020003,1003.9190449837932,970,24
1197.2260476782128,840.1009533320173,1000,24
1235.7474273995679,794.5210751821877,1010,24
1332.8720359771055,679.5997547015536,1040,24
1359.8658167958995,647.6597450387699,1050,24
1433.4720992028344,560.5661516254962,1080,24
1454.582675056902,535.5873610925157,1090,24
1509.3262174783188,470.8128381884219,1120,24
957.3068815871047,951.4345939243645,970,36
1105.4925919151272,799.1326138650082,1000,36
1144.0811123986095,759.4721900347624,1010,36
1250.3020090732339,650.300712896954,1040,36
1277.0460251046024,622.8138075313808,1050,36
1358.3623529411764,539.2386928104576,1080,36
1382.3705678485737,514.5635830445215,1090,36
1442.8936170212767,452.35933806146573,1120,36
866.6508893578534,904.5435634609587,970,48
1022.6937226538083,762.1544780783998,1000,48
1060.609312890403,727.5565019875071,1010,48
1174.6799236398344,623.467069678651,1040,48
1200.5463917525774,599.8639175257732,1050,48
1288.6713530246357,519.44989036502,1080,48
1315.3951623504668,495.0644143551992,1090,48
1381.0280046674445,435.1744457409568,1120,48
im space-> roadway marking coordinate system Homography Matrix
0.31840083172769335,3.861303214062814,1241.688099113401
-0.4459939218431656,-0.26575438497299625,874.7229162866861
-6.819260135501196e-06,0.0046125000583052385,0.9999999999999999
