Video sequence name,Processing start time,Processing end time,Timestamp start time,Timestamp end time,Unique objects,GPU
/home/worklab/Data/cv/video/5_min_18_cam_October_2020/ingest_session_00005/recording/record_p1c1_00000.mp4,2021-04-21 11:28:42.23,2021-04-21 11:29:02.37,,,94,cuda:0

Processing fps,load,predict,pre_localize and align,localize,post_localize,detect,parse,match,update,add and remove,store,plot
24.86785851060064,0.6344742774963379,0.45014214515686035,0.24686241149902344,8.467388153076172,1.8551325798034668,4.946163892745972,0.007014751434326172,0.18938064575195312,0.5804867744445801,0.013725996017456055,0.054077863693237305,0.00039267539978027344

Detection step,Skip step
10,1

Frame #,Timestamp,Object ID,Object class,BBox xmin,BBox ymin,BBox xmax,BBox ymax,Generation method,GPS lat of bbox bottom center,GPS long of bbox bottom center
4,,5,sedan,1196.1802978515625,1252.0428466796875,488.6102294921875,543.5324096679688,Localizer,36.00560203928493,-86.61076435802521
4,,6,sedan,1927.7852783203125,2019.6513671875,692.3953247070312,765.1488647460938,Localizer,36.00538057069087,-86.61026027947729
4,,7,sedan,1086.1602783203125,1165.787109375,805.1214599609375,861.03369140625,Localizer,36.00516473638578,-86.61039960681215
4,,8,sedan,1629.3779296875,1712.3494873046875,524.9480590820312,592.8698120117188,Localizer,36.00558931596003,-86.61054284439798
4,,9,sedan,1676.201171875,1796.14453125,2108.396240234375,2168.912353515625,Localizer,36.00454635737334,-86.60970014741396
4,,10,sedan,1551.333740234375,1614.530029296875,362.3744812011719,412.7712097167969,Localizer,36.00592047238427,-86.61085420249545
4,,11,sedan,1911.4522705078125,2024.4010009765625,785.2252807617188,877.258544921875,Localizer,36.00526092476039,-86.61017606178022
4,,12,sedan,1140.1199951171875,1224.50244140625,623.542724609375,703.7280883789062,Localizer,36.00536854963345,-86.61056797555021
4,,13,SUV,1384.5771484375,1519.6337890625,261.3067626953125,401.5347595214844,Localizer,36.006043750760554,-86.61103175183806
4,,14,SUV,770.9722900390625,853.0650634765625,131.7635040283203,252.713623046875,Localizer,36.00638630343751,-86.61179286682638
4,,15,sedan,1159.8560791015625,1231.901611328125,16.30512809753418,75.62720489501953,Localizer,36.00720398014783,-86.6122619750789
5,,0,sedan,1314.694580078125,1397.935302734375,2143.05859375,2170.370849609375,Localizer,36.004518495213354,-86.60974512624425
5,,1,sedan,2731.92724609375,2967.45166015625,1892.7894287109375,2089.87353515625,Localizer,36.00465853058558,-86.60958152638091
5,,2,sedan,1556.9373779296875,1670.0501708984375,1094.083984375,1190.679443359375,Localizer,36.00495879757038,-86.61005687620008
5,,3,sedan,2960.350341796875,3152.258056640625,1412.2593994140625,1533.874755859375,Localizer,36.004884967824474,-86.60965631421828
5,,4,sedan,1727.3560791015625,1791.0164794921875,420.72869873046875,465.7568054199219,Localizer,36.00582063575778,-86.61068258004968
5,,5,sedan,1199.1669921875,1255.3726806640625,492.6846923828125,548.9336547851562,Localizer,36.00559409205669,-86.61075550705179
5,,6,sedan,1920.29248046875,2011.5435791015625,684.5746459960938,758.5000610351562,Localizer,36.00538881668462,-86.61026914644535
5,,8,sedan,1623.476318359375,1706.865966796875,518.6143798828125,587.0545654296875,Localizer,36.00559879916541,-86.61055297417951
5,,9,sedan,1694.49560546875,1792.5791015625,2136.90625,2173.18212890625,Localizer,36.004542516747435,-86.6096958613435
5,,10,sedan,1547.5186767578125,1610.3314208984375,358.89801025390625,409.956787109375,Localizer,36.00592743826678,-86.61086210367323
5,,11,sedan,1903.33251953125,2015.0277099609375,775.18115234375,865.3256225585938,Localizer,36.0052718104037,-86.61018695379423
5,,12,sedan,1142.5982666015625,1228.33154296875,630.146728515625,711.8175659179688,Localizer,36.005359162976376,-86.61055789214339
5,,13,SUV,1380.546875,1514.6448974609375,258.56683349609375,398.2692565917969,Localizer,36.006051257008615,-86.61104084955967
5,,14,SUV,771.9737548828125,854.3226318359375,133.16900634765625,254.65574645996094,Localizer,36.006379997816616,-86.61178542794075
5,,15,sedan,1157.951904296875,1229.209716796875,16.351638793945312,75.01070404052734,Localizer,36.00720538151145,-86.61226546811172
6,,0,sedan,1323.504150390625,1386.14306640625,2153.53076171875,2173.278564453125,Localizer,36.004516725182484,-86.6097438379012
6,,1,sedan,2706.828857421875,2933.978759765625,1856.908935546875,2054.44287109375,Localizer,36.004668283533185,-86.60959158762199
6,,2,sedan,1564.78759765625,1679.7454833984375,1107.3846435546875,1205.40283203125,Localizer,36.004950143719796,-86.61004733887435
6,,3,sedan,2938.213623046875,3127.811279296875,1393.798583984375,1512.678955078125,Localizer,36.00489356233219,-86.60966530804002
6,,4,sedan,1721.65087890625,1784.7298583984375,416.7686462402344,461.4140625,Localizer,36.005828674451635,-86.61069181896809
6,,5,sedan,1202.4849853515625,1258.7628173828125,497.6934814453125,554.7136840820312,Localizer,36.00558510379414,-86.61074562154998
6,,6,sedan,1912.5218505859375,2003.5946044921875,677.2430419921875,751.460693359375,Localizer,36.005397094310126,-86.61027809466519
6,,8,sedan,1616.691650390625,1699.365966796875,513.1282958984375,581.2052612304688,Localizer,36.0056075040952,-86.61056317205485
6,,9,sedan,1712.406005859375,1781.9420166015625,2160.415771484375,2177.93701171875,Localizer,36.00453907972702,-86.60969255356034
6,,10,sedan,1543.839599609375,1606.169677734375,355.9333801269531,407.0174255371094,Localizer,36.005933999154756,-86.61086964097633
6,,11,sedan,1895.2864990234375,2006.5716552734375,765.6033325195312,855.333984375,Localizer,36.0052816104791,-86.61019693581534
6,,12,sedan,1145.764404296875,1232.870849609375,637.1165771484375,719.9954833984375,Localizer,36.00534968920768,-86.61054744773273
6,,13,SUV,1380.8924560546875,1511.468017578125,256.6341247558594,395.4555358886719,Localizer,36.0060575779621,-86.61104710553866
6,,14,SUV,773.0344848632812,855.6535034179688,134.7254180908203,257.0842590332031,Localizer,36.00637250686918,-86.6117767101212
6,,15,sedan,1157.36279296875,1228.2879638671875,16.844314575195312,73.83879089355469,Localizer,36.007207461325606,-86.61226811787934
7,,0,sedan,1330.3634033203125,1372.9708251953125,2163.948486328125,2175.608642578125,Localizer,36.00451494154608,-86.60974283838263
7,,1,sedan,2683.8056640625,2902.863037109375,1824.6956787109375,2016.6029052734375,Localizer,36.004678259752346,-86.6096015303874
7,,2,sedan,1573.699951171875,1689.60302734375,1120.818115234375,1220.3380126953125,Localizer,36.00494158229257,-86.6100377468462
7,,3,sedan,2916.97998046875,3103.4189453125,1375.743896484375,1491.86376953125,Localizer,36.00490216273692,-86.6096743037838
7,,4,sedan,1716.950927734375,1779.26806640625,413.11822509765625,457.24847412109375,Localizer,36.00583639328199,-86.61070037465599
7,,5,sedan,1205.8997802734375,1262.23486328125,502.569580078125,560.235107421875,Localizer,36.00557656426341,-86.61073612151031
7,,6,sedan,1905.6767578125,1996.0089111328125,669.8009033203125,743.9788818359375,Localizer,36.005405912302884,-86.61028722649962
7,,8,sedan,1611.6446533203125,1693.7003173828125,507.2220153808594,575.4517211914062,Localizer,36.00561683214152,-86.61057308844111
7,,9,sedan,1713.3985595703125,1755.94287109375,2186.7353515625,2199.739501953125,Localizer,36.00453219099965,-86.60968935660412
7,,10,sedan,1540.6075439453125,1602.6978759765625,352.9672546386719,403.9419860839844,Localizer,36.00594086299418,-86.61087712957986
7,,11,sedan,1887.3193359375,1996.7474365234375,756.9393920898438,846.3794555664062,Localizer,36.00529039849967,-86.61020645257032
7,,12,sedan,1148.6591796875,1236.4588623046875,643.9625854492188,727.9812622070312,Localizer,36.00534046911652,-86.6105375192861
7,,13,SUV,1377.827880859375,1506.257080078125,253.97190856933594,392.457763671875,Localizer,36.00606476906559,-86.6110557423507
7,,14,SUV,773.8779296875,856.9423828125,136.20018005371094,259.8001708984375,Localizer,36.006364643321014,-86.61176771127572
7,,15,sedan,1156.884521484375,1226.8828125,16.89720916748047,72.37965393066406,Localizer,36.00721190434535,-86.61227313837017
8,,0,sedan,1336.87744140625,1359.2119140625,2175.309326171875,2179.674072265625,Localizer,36.00451280645974,-86.60974161005367
8,,1,sedan,2659.720703125,2871.495361328125,1794.8265380859375,1980.847412109375,Localizer,36.004687719778964,-86.60961144609054
8,,2,sedan,1582.59423828125,1699.685546875,1134.6549072265625,1235.7847900390625,Localizer,36.00493288234939,-86.61002806123257
8,,3,sedan,2897.391357421875,3080.435546875,1358.186767578125,1471.4112548828125,Localizer,36.0049108268769,-86.60968310205762
8,,4,sedan,1712.103515625,1773.7862548828125,409.4707336425781,453.1446228027344,Localizer,36.005844097325635,-86.6107089839723
8,,5,sedan,1209.606201171875,1266.1387939453125,507.8031311035156,566.0169677734375,Localizer,36.0055676370466,-86.61072610992976
8,,6,sedan,1898.0897216796875,1987.3492431640625,663.1424560546875,736.6786499023438,Localizer,36.0054140978296,-86.61029628086929
8,,8,sedan,1606.4608154296875,1687.5068359375,501.6657409667969,569.698974609375,Localizer,36.00562591733363,-86.6105829915435
8,,9,sedan,1720.851318359375,1740.79296875,2211.353515625,2211.960205078125,Localizer,36.004527341131705,-86.60968623188514
8,,10,sedan,1537.049560546875,1598.7060546875,350.1644592285156,400.9549560546875,Localizer,36.00594740107232,-86.61088459721829
8,,11,sedan,1878.762939453125,1987.270263671875,748.7515258789062,837.7506103515625,Localizer,36.00529884294169,-86.610215805245
8,,12,sedan,1152.3963623046875,1240.7833251953125,650.9373168945312,735.8922119140625,Localizer,36.005331431833426,-86.6105274463962
8,,13,SUV,1375.099365234375,1501.65380859375,252.3854522705078,389.76251220703125,Localizer,36.00607015746189,-86.61106256575883
8,,14,SUV,774.681640625,858.2713012695312,138.07461547851562,262.7374572753906,Localizer,36.00635564765672,-86.61175754171524
8,,15,sedan,1155.813232421875,1225.3116455078125,16.44261932373047,70.71351623535156,Localizer,36.00721864913185,-86.61228066054882
9,,1,sedan,2634.232177734375,2839.57373046875,1764.755615234375,1945.0648193359375,Localizer,36.00469742422214,-86.60962180508523
9,,2,sedan,1591.6766357421875,1709.0635986328125,1148.720458984375,1251.0047607421875,Localizer,36.004924312707104,-86.61001859988012
9,,3,sedan,2876.83544921875,3056.3193359375,1341.199462890625,1452.2208251953125,Localizer,36.004919072143366,-86.60969201162855
9,,4,sedan,1707.1578369140625,1768.51513671875,405.5601501464844,449.0339660644531,Localizer,36.00585217598093,-86.61071787958831
9,,5,sedan,1212.5404052734375,1269.5078125,513.9248046875,571.7454833984375,Localizer,36.0055580140951,-86.61071579772441
9,,6,sedan,1890.173583984375,1978.568359375,656.5833129882812,729.1812744140625,Localizer,36.005422421218256,-86.61030556035816
9,,8,sedan,1601.0047607421875,1680.6004638671875,496.52130126953125,563.5150146484375,Localizer,36.00563505696306,-86.61059319681641
9,,10,sedan,1533.87646484375,1594.97509765625,347.45965576171875,398.10638427734375,Localizer,36.00595374145928,-86.61089173711575
9,,11,sedan,1870.0621337890625,1977.92822265625,740.6171875,829.82080078125,Localizer,36.00530697035242,-86.61022497034331
9,,12,sedan,1156.169189453125,1245.16015625,657.7700805664062,743.4603271484375,Localizer,36.00532282177088,-86.61051777237505
9,,13,SUV,1373.8782958984375,1498.155029296875,249.45875549316406,386.3791809082031,Localizer,36.00607864876426,-86.61107128052784
9,,14,SUV,775.189453125,859.1605834960938,140.0998077392578,265.0636291503906,Localizer,36.00634752036398,-86.61174856255316
9,,15,sedan,1154.2894287109375,1223.3890380859375,16.010351181030273,69.19180297851562,Localizer,36.00722478510168,-86.61228800993
10,,1,sedan,2596.978515625,2805.575439453125,1735.894775390625,1910.4681396484375,Detector,36.004706503737935,-86.60963322103031
10,,2,sedan,1604.042236328125,1721.3704833984375,1162.82080078125,1267.2779541015625,Detector,36.004915832642915,-86.61000840196438
10,,3,sedan,2855.356201171875,3028.901123046875,1323.1890869140625,1434.2381591796875,Detector,36.004927257034424,-86.60970144889606
10,,4,sedan,1704.376708984375,1764.637939453125,400.7811584472656,444.65728759765625,Detector,36.00586185699692,-86.6107271362409
10,,5,sedan,1217.287353515625,1276.728515625,521.431640625,579.7005615234375,Detector,36.00554588536176,-86.6107018673882
10,,6,sedan,1890.1724853515625,1974.591796875,650.15673828125,721.6600341796875,Detector,36.00543154627368,-86.6103129955279
10,,8,sedan,1596.6748046875,1674.73486328125,492.5565490722656,557.1253662109375,Detector,36.00564357956407,-86.61060243200211
10,,10,sedan,1535.6500244140625,1597.9058837890625,344.40948486328125,395.12841796875,Detector,36.005961618250126,-86.61089692309098
10,,11,sedan,1863.6904296875,1970.459228515625,735.8477783203125,823.6016845703125,Detector,36.00531250532677,-86.61023151536713
10,,12,sedan,1164.456298828125,1253.4925537109375,665.907470703125,750.86279296875,Detector,36.005314130883946,-86.61050629003451
10,,13,SUV,1374.425048828125,1494.5181884765625,244.93399047851562,380.4600830078125,Detector,36.006093241978704,-86.61108475852738
10,,14,SUV,780.2018432617188,862.994873046875,145.6925506591797,269.4607238769531,Detector,36.00632958679059,-86.61172656458993
10,,15,sedan,1152.834716796875,1221.72314453125,15.572774887084961,67.66716003417969,Detector,36.00723100680032,-86.61229528844912
10,,16,sedan,1147.028076171875,1203.3369140625,409.0892639160156,460.7275085449219,Detector,36.00575216330818,-86.61092860572872
11,,1,sedan,2581.110595703125,2779.283203125,1709.3614501953125,1879.4456787109375,Localizer,36.004715728356096,-86.60964221126392
11,,2,sedan,1611.360107421875,1731.1455078125,1176.714599609375,1282.96484375,Localizer,36.00490741178612,-86.60999934505011
11,,3,sedan,2834.470458984375,3003.425048828125,1306.8531494140625,1416.8349609375,Localizer,36.00493505574213,-86.60971051318396
11,,4,sedan,1698.1014404296875,1757.707763671875,397.1478271484375,441.1512451171875,Localizer,36.00586888287636,-86.61073602489493
11,,5,sedan,1219.2042236328125,1279.4410400390625,526.3685302734375,584.6094970703125,Localizer,36.00553805537502,-86.61069363182159
11,,6,sedan,1879.728271484375,1963.894287109375,644.0859985351562,714.598388671875,Localizer,36.005439178348766,-86.61032270057312
11,,8,sedan,1590.5828857421875,1667.835693359375,487.3541259765625,551.4900512695312,Localizer,36.00565243714364,-86.6106126188093
11,,10,sedan,1529.703369140625,1591.1331787109375,341.338134765625,391.5855407714844,Localizer,36.005968935227365,-86.61090651115393
11,,11,sedan,1852.7615966796875,1959.352783203125,727.90869140625,815.406494140625,Localizer,36.005320624262524,-86.61024147047895
11,,12,sedan,1165.6978759765625,1255.2083740234375,672.7400512695312,758.0819091796875,Localizer,36.005305636208924,-86.6104978456063
11,,13,SUV,1369.33544921875,1488.7626953125,242.7444610595703,376.5245056152344,Localizer,36.00610115222157,-86.61109486752187
11,,14,SUV,780.6461791992188,863.4749145507812,148.81072998046875,271.565673828125,Localizer,36.00631997774481,-86.61171624747692
11,,15,sedan,1151.85400390625,1220.77978515625,15.424399375915527,66.96955108642578,Localizer,36.00723363728591,-86.61229865930619
11,,16,sedan,1146.5811767578125,1201.2620849609375,409.605224609375,460.1692199707031,Localizer,36.005752018819706,-86.6109291552912
12,,1,sedan,2560.852294921875,2752.487548828125,1684.9208984375,1849.468994140625,Localizer,36.0047244210649,-86.60965145803519
12,,2,sedan,1618.8388671875,1740.8680419921875,1191.2664794921875,1298.99267578125,Localizer,36.004898839948744,-86.60999019479038
12,,3,sedan,2814.708740234375,2979.644287109375,1291.1796875,1400.1025390625,Localizer,36.004942724907,-86.60971928974449
12,,4,sedan,1692.1243896484375,1751.2972412109375,393.5758972167969,437.4595031738281,Localizer,36.005876168932254,-86.61074493353654
12,,5,sedan,1221.8919677734375,1281.350830078125,531.9354858398438,590.4754638671875,Localizer,36.00552900566501,-86.61068430420667
12,,6,sedan,1870.2557373046875,1953.9739990234375,638.7915649414062,708.2612915039062,Localizer,36.00544597233785,-86.61033149310299
12,,8,sedan,1584.638427734375,1661.2376708984375,482.54962158203125,546.2955932617188,Localizer,36.005660659239425,-86.61062221927942
12,,10,sedan,1524.5196533203125,1585.44482421875,338.633056640625,388.4422912597656,Localizer,36.00597548448463,-86.61091497378492
12,,11,sedan,1843.8603515625,1950.60107421875,719.9627075195312,807.5614624023438,Localizer,36.0053289016494,-86.61025079479425
12,,12,sedan,1167.2320556640625,1256.941650390625,679.7059326171875,765.181396484375,Localizer,36.00529725323229,-86.61048944800726
12,,13,SUV,1366.408935546875,1485.378173828125,239.64659118652344,372.04412841796875,Localizer,36.00611161327205,-86.61110581212616
12,,14,SUV,780.8492431640625,863.501953125,151.15701293945312,273.84075927734375,Localizer,36.006311484523366,-86.61170735272479
12,,15,sedan,1150.62548828125,1219.20849609375,15.190629959106445,66.04399108886719,Localizer,36.00723723278524,-86.61230335149199
12,,16,sedan,1148.43017578125,1202.7125244140625,414.04248046875,462.9403381347656,Localizer,36.005744693472586,-86.6109214333231
13,,1,sedan,2539.66064453125,2727.18798828125,1660.903076171875,1819.2674560546875,Localizer,36.00473331028767,-86.60966086992276
13,,2,sedan,1627.800048828125,1750.369873046875,1206.2413330078125,1314.9814453125,Localizer,36.00489036241145,-86.609980992979
13,,3,sedan,2795.702392578125,2957.837158203125,1275.255615234375,1383.5390625,Localizer,36.00495067126582,-86.6097279874951
13,,4,sedan,1687.536865234375,1746.316162109375,389.94476318359375,433.5648193359375,Localizer,36.00588402642686,-86.61075358351798
13,,5,sedan,1224.9840087890625,1284.76708984375,536.8501586914062,595.0457763671875,Localizer,36.00552175686669,-86.6106761789799
13,,6,sedan,1861.7984619140625,1945.6934814453125,632.7945556640625,701.8300170898438,Localizer,36.00545355569795,-86.61034038238661
13,,8,sedan,1579.039794921875,1655.1087646484375,477.5362243652344,540.9976806640625,Localizer,36.0056693119933,-86.61063200612611
13,,10,sedan,1520.20263671875,1580.2222900390625,336.1842041015625,385.443359375,Localizer,36.0059816740553,-86.61092278453555
13,,11,sedan,1835.8592529296875,1942.2545166015625,711.9598999023438,799.5264282226562,Localizer,36.0053375112474,-86.61026016698113
13,,12,sedan,1170.6707763671875,1261.2412109375,686.6930541992188,773.118896484375,Localizer,36.005288724794895,-86.61048001567882
13,,13,SUV,1362.5577392578125,1481.8011474609375,236.8361358642578,367.734130859375,Localizer,36.006121414278745,-86.61111655096003
13,,14,SUV,781.0940551757812,864.0584716796875,153.26638793945312,275.9609375,Localizer,36.006303817091315,-86.61169909945887
13,,15,sedan,1149.8167724609375,1218.2615966796875,15.464836120605469,65.15518951416016,Localizer,36.00723911439725,-86.61230594873281
