im x,im y,roadway x,roadway y
73.5372913552566,1011.0950579222721,640,12
209.40880053486475,1009.8606105342078,650,12
593.2372628536801,1006.3733743532373,680,12
726.7502118933697,1005.1603554340396,690,12
1105.2170672231377,1001.7218316121459,720,12
1237.0458352584378,1000.524114155738,730,12
1611.7067230273751,997.1201690821256,760,12
1744.3025382620076,995.9154826929557,770,12
116.42074594004006,859.053718939858,640,24
238.39059071071037,858.1892419472823,650,24
600.9682345552508,855.6194261726109,680,24
718.9887969149962,854.782940228051,690,24
1077.8608031493413,852.2393886374724,720,24
1196.1101555998284,851.401281113661,730,24
1562.2686950932077,848.8060852796228,760,24
1682.811106661327,847.9517254038179,770,24
153.64417695315495,727.0797362569961,640,36
263.5687636813553,726.423470067574,650,36
607.6990276395376,724.3689610290177,680,36
712.2255443676479,723.7449221231782,690,36
1053.9720917542047,721.7046442283331,720,36
1160.3328463741016,721.0696546485128,730,36
1518.9761668321748,718.9285004965243,760,36
1628.9182876367995,718.2721296260489,770,36
185.98072083599914,612.4319897632757,640,48
285.4452893332204,611.9363191561467,650,48
613.5486537150648,610.3012525562373,680,48
706.3465189534361,609.8388047228234,690,48
1033.2018223234625,608.2099576960625,720,48
1129.2204007285975,607.7314597970336,730,48
1481.3255942509675,605.9767827529022,760,48
1582.0415069967707,605.4748762109796,770,48
im space-> roadway marking coordinate system Homography Matrix
0.1458682694395098,0.4847679333519982,594.9450059819034
-0.00046884052660369787,-0.1232321782201508,144.5618374620289
1.651714231357345e-05,0.0007048351093845143,1.0
