im x,im y,roadway x,roadway y
197.969479220683,172.74709237721314,440,0
212.94565242997479,196.83297604183844,450,0
252.41460485227,260.31011289935145,480,0
271.5949502514176,291.1574836846047,490,0
324.117003827228,375.627665390924,520,0
347.78746415718877,413.6963993610838,530,0
419.4910038828226,529.0157864994441,560,0
448.2711876171306,575.3023877281877,570,0
539.8471725397671,722.5822360910267,600,0
584.4064171122994,794.2459893048128,610,0
714.7258315974269,1003.8361304353522,640,0
774.7055656187191,1100.300352348577,650,0
268.15801610403355,154.43703927720864,440,12
283.73563232173046,175.89509466540366,450,12
329.1095069130062,238.39728373914107,480,12
349.1349324522601,265.98216478822724,490,12
408.3497085761865,347.5500971412712,520,12
432.62432708688243,380.9882112436116,530,12
510.53727806302874,488.31274627770483,560,12
541.4154302670623,530.8471810089021,570,12
642.8436403659628,670.5638179969885,600,12
686.368842255024,730.51947359061,610,12
829.4980138411464,927.6788880119495,640,12
890.3143046797212,1011.4528954776216,650,12
335.04917702113926,136.98717121187673,440,24
350.85680550414213,156.04235330159176,450,24
401.91879562043795,217.594629822732,480,24
422.3420095384367,242.21363326674134,490,24
487.7656940760389,321.0781019746537,520,24
512.0593253518515,350.3626697438645,530,24
595.1271309569934,450.4961061604029,560,24
627.643598743086,489.692827872618,570,24
737.8736984188199,622.5688391824142,600,24
779.2626591099136,672.460838056304,610,24
933.6515202024669,858.567682856307,640,24
994.230112385365,931.5916728890251,650,24
398.56606851549753,120.41754734378324,440,36
414.29798714819873,137.27806013926516,450,36
470.8595287119652,197.89727751086707,480,36
491.31471260184793,219.81989850589352,490,36
562.5389375966994,296.1536874677669,520,36
586.3826272938047,321.70790273009936,530,36
673.7527153321546,415.34584491033087,560,36
707.5422301607553,451.5593901505486,570,36
825.7116854902725,578.2062194493573,600,36
864.152466367713,619.4047085201794,610,36
1028.550971186381,795.5970191193172,640,36
1088.1178683934197,859.4371937346867,650,36
457.10246249646195,105.14718369657515,440,48
472.50900499286735,120.06071683309558,450,48
534.2178669097539,179.79489516864174,480,48
554.4049991962708,199.33603922199003,490,48
630.8872950819672,273.37090163934425,520,48
653.9220964181443,295.66858933276364,530,48
744.7612238111075,383.60086464915196,560,48
779.4916341678198,417.2199018744496,570,48
904.6263645839048,538.3503209172198,600,48
939.6283741368487,572.2322661644696,610,48
1112.6964531207038,739.7621666208413,640,48
1170.7355287292582,795.943991809922,650,48
im space-> roadway marking coordinate system Homography Matrix
0.12685574604390162,1.2463642297242907,319.15704897727636
0.1837484754455844,-0.11424575297461405,-16.77090890612045
-3.581343483808492e-05,0.0016178303509553741,1.0
