im x,im y,roadway x,roadway y
150.1494567522343,427.1964405511902,650,0
462.57082317559406,424.91727233373587,680,0
551.040025867843,424.27187410983055,690,0
857.9309739967289,422.0330512559161,720,0
950.1311352800025,421.3604350400449,730,0
1256.854961832061,419.1228313671062,760,0
1344.3648270321592,418.4844316770942,770,0
1650.100864281104,416.2540340989594,800,0
1733.7249480380424,415.643981860553,810,0
2029.0275212049273,413.4896982179214,840,0
190.04958003479592,333.2380857245128,650,12
481.44099552113926,331.8244220957131,680,12
570.1244833980559,331.3941807961283,690,12
854.042962178595,330.0167715600796,720,12
945.0319636241159,329.57534523408555,730,12
1228.6814549486162,328.19924097053433,760,12
1316.7566806202774,327.7719506094832,770,12
1599.4790671130079,326.4003441255888,800,12
1685.7367761941678,325.98187131015567,810,12
1962.701752295686,324.6381964715795,840,12
222.53902356139557,256.7306864521976,650,24
497.0068349839587,255.03294741247035,680,24
585.9281674208145,254.4829185520362,690,24
850.7821681570085,252.84464638253397,720,24
940.7382342837512,252.2882171075232,730,24
1204.6538940900264,250.6557491087215,760,24
1293.1199892627058,250.1085361488905,770,24
1555.5831283461148,248.48505281435393,800,24
1643.9670033864945,247.93834843266086,810,24
1904.2451292131584,246.3283806440423,840,24
252.70883054892602,185.68565709446455,650,36
511.2842536563158,184.5976819621754,680,36
600.365164218137,184.22286747173294,690,36
847.8386593458682,183.18160451888133,720,36
936.8781646802213,182.80696424398224,730,36
1183.3090414093788,181.77008818481326,760,36
1272.207490864799,181.39604141291107,770,36
1517.2057426640129,180.36519322862267,800,36
1607.5975323728246,179.9848631176459,810,36
1853.947343546926,178.9483281477689,840,36
278.86805405014815,124.08490497868343,650,48
523.811676753293,122.79572801708794,680,48
613.0837242872609,122.32587513533021,690,48
845.2156673830875,121.1041280664048,720,48
933.4244372990354,120.63987138263666,730,48
1163.9912670219064,119.42636175251629,760,48
1253.2042494859493,118.95681973954764,770,48
1481.9312638580932,117.7529933481153,800,48
1574.0308988764045,117.2682584269663,810,48
1806.9892195230009,116.04216200251052,840,48
im space-> roadway marking coordinate system Homography Matrix
0.12895590344082358,0.6127186099306604,604.834407411116
-0.0013098423198551383,-0.17505666914944926,74.58779412305199
-9.665582744957237e-06,0.0008542239953973513,1.0
