im x,im y,roadway x,roadway y
162.0603816873501,109.87558660965689,400,0
172.21136197726563,126.11069976014183,410,0
207.5011377559951,182.5518991773149,440,0
220.0889333365856,202.68436714881577,450,0
260.787674124103,267.7764708566735,480,0
277.6803998988155,294.7940895043058,490,0
551.693025261581,733.0400372228148,600,0
590.7620640054907,795.5256540373986,610,0
725.2640773416725,1010.6433415035335,640,0
783.1689668309349,1103.2543412272184,650,0
224.23152644183062,92.65896190841613,400,12
235.81202947830803,108.49820722139162,410,12
275.1832786428309,162.34827503199077,440,12
289.8832222400851,182.45413848113475,450,12
336.5461720965222,246.27743764828423,480,12
354.92639800340936,271.41701113054717,490,12
651.1860510687046,676.6264658888788,600,12
692.0303568709071,732.4913084783129,610,12
837.3908903277245,931.3083323152894,640,12
896.8948062794273,1012.6948764811968,650,12
284.2956111164801,76.02583076774398,400,24
297.21690389739484,91.49378045918297,410,24
340.1945746155369,142.94191802521286,440,24
356.95996905820925,163.01160317153355,450,24
409.2755232600246,225.638027182966,480,24
428.83330238603656,249.0504479621205,490,24
742.6773238511189,624.7499710122521,600,24
784.5649600166165,674.8932391733306,610,24
938.8158291292668,859.5454039179716,640,24
998.8984737889847,931.4697338346973,650,24
342.6369534991503,59.86976672331222,400,36
356.85364848859365,74.97898964931252,410,36
403.12606322828066,124.15639903633414,440,36
421.958727718253,144.1713832700716,450,36
479.7854281985509,205.6284595652761,480,36
500.293721101076,227.42426861414805,490,36
828.4093152550065,576.1390480512849,600,36
870.8150099106682,621.2069836270331,610,36
1032.622481898344,793.1727722417378,640,36
1092.5676508688077,856.8813150489124,650,36
394.540261191424,45.49654305468259,400,48
409.9298833717438,60.28095537397863,410,48
459.044682692948,107.4642738230006,440,48
479.80194023048375,127.40523471580181,450,48
542.6554416788678,187.7869692532943,480,48
563.8833235810415,208.18004681100058,490,48
902.9245175721272,533.8881601395154,600,48
945.4558227114716,574.7468858632677,610,48
1113.3594484686746,736.0475600457492,640,48
1172.7100900047371,793.0641875888205,650,48
im space-> roadway marking coordinate system Homography Matrix
0.15277274664399004,1.2418399071494688,310.7131684621773
0.18686239399023383,-0.11751280132804989,-17.27162352374557
-2.4317826297841824e-06,0.0016044058916649478,0.9999999999999999
