im x,im y,roadway x,roadway y
77.85314257036653,414.46764713387716,1640,0
166.41411429050936,413.70277754468407,1650,0
485.71488882879896,410.9450904111023,1680,0
575.4800798183445,410.16982040872495,1690,0
880.3002347998023,407.5371972318339,1720,0
961.1066363707592,406.8393011047559,1730,0
1266.425098925947,404.2023742227247,1760,0
1351.470510493577,403.4678672751943,1770,0
1733.4618644445832,400.1687439221319,1810,0
141.75279225614295,329.6553848236648,1640,12
230.51265442404008,329.0011352253756,1650,12
523.6211242665186,326.840630533662,1680,12
612.8074500136948,326.1832374691865,1690,12
895.7962110294893,324.09732522582686,1720,12
979.8924052826787,323.47745155811293,1730,12
1262.974618769829,321.39085047589805,1760,12
1349.1073133071309,320.7559657495789,1770,12
1713.2351247600768,318.07197696737046,1810,12
199.45309823960469,253.07134233652468,1640,24
288.476475367457,252.4060861215747,1650,24
558.0771121351767,250.3914074500768,1680,24
646.7873371705543,249.72849136625265,1690,24
909.9728174776718,247.76175204330545,1720,24
997.1018248734856,247.11065212390739,1730,24
1259.7978154446928,245.14757067262798,1760,24
1346.928470241214,244.49645844249093,1770,24
1694.4679573485332,241.89935629698786,1810,24
251.44912770233083,184.05843050417909,1640,36
340.51280367695335,183.64379514116874,1650,36
588.681262648829,182.48844849791047,1680,36
676.8542400995232,182.077959776073,1690,36
922.383518604806,180.93489982027558,1720,36
1012.1088035287631,180.51718434111376,1730,36
1257.0573678290214,179.37682789651294,1760,36
1345.0562042824843,178.96714988695305,1770,36
1678.5803668908627,177.41443032173714,1810,36
299.13656268948324,120.7641986121404,1640,48
388.53883645708714,120.18082325313483,1650,48
617.4367553865653,118.6871989860583,1680,48
705.2826758771132,118.11397927649519,1690,48
934.3278267767978,116.61939427878109,1720,48
1026.6440553165053,116.01700453300812,1730,48
1254.3554634411526,114.5311225876597,1760,48
1343.1986113052799,113.95139568479426,1770,48
1662.431323026083,111.86831110586569,1810,48
im space-> roadway marking coordinate system Homography Matrix
0.12051694884224451,1.4608054909151977,1587.2743528108958
-0.001593631905682863,-0.1801481693212522,74.89114495171475
-9.191045368498833e-06,0.0008289959506433404,1.0
