im x,im y,roadway x,roadway y
1617.931093380753,938.4740868995531,1680,0
1628.900982561321,895.2849427830514,1690,0
1654.7346293184921,793.5762496062165,1720,0
1663.0351360661384,760.8966321312171,1730,0
1685.5482753189478,672.2609859820444,1760,0
1692.6506788256097,644.2983763719,1770,0
1708.9937610721713,579.9546329815913,1800,0
1715.5220855707605,554.2522085570761,1810,0
1470.9925493658347,919.4820301901419,1680,12
1486.13125644005,878.5464231688335,1690,12
1523.8367196559723,776.5894979706223,1720,12
1535.4474974987188,745.1935381536885,1730,12
1566.7753672047488,660.481854598818,1760,12
1576.3738494600402,634.5272142403395,1770,12
1601.183530915028,567.4409455526372,1800,12
1609.964656964657,543.6964656964657,1810,12
1326.084341117598,900.7523978315263,1680,24
1344.8982953579323,861.9880760074817,1690,24
1394.492350877193,759.804350877193,1720,24
1409.1291436137515,729.6466638293848,1730,24
1448.3957108000513,648.741723385129,1760,24
1460.0393183073402,624.7512032191042,1770,24
1493.8982406872058,554.9881886511935,1800,24
1504.497359428394,533.1497359428394,1810,24
1188.1748402509372,882.9273603045428,1680,36
1209.811705944146,846.1503379382792,1690,36
1270.1077327000173,743.6628355412237,1720,36
1287.1837854514204,714.6380043632518,1730,36
1332.7025321770004,637.2680197200331,1760,36
1345.7184221208133,615.1444052202364,1770,36
1388.3196004673198,542.7335250542425,1800,36
1400.099956477586,522.7099956477585,1810,36
1054.6680224221093,865.6713770477556,1680,48
1078.991360863736,830.8127802391966,1690,48
1150.621642700463,728.1570070679991,1720,48
1170.1091400607759,700.2288172382493,1730,48
1221.7213478307676,626.2616212724728,1760,48
1235.9169725379206,605.9173926502455,1770,48
1288.120167032866,531.1032336734577,1800,48
1300.8987111053248,512.7898711105324,1810,48
im space-> roadway marking coordinate system Homography Matrix
0.05349278222925104,2.9530275108712725,2196.1919036564996
-0.2355897290769143,-0.06023845607462947,437.5545013641477
-2.361307041422039e-05,0.002180919613106991,1.0
